"microbe","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","threshold","level"
"s__Enterococcus virus EF24C",0,NA,NA,NA,NA,NA,NA,"species"
"s__Epibacterium mobile",0,NA,NA,NA,NA,NA,NA,"species"
"s__Epidermidibacterium keratini",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ereboglobus luteus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erwinia billingiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erwinia persicina",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erysipelothrix inopinata",0,0,0,0,1,NA,NA,"species"
"s__Erysipelothrix rhusiopathiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erysipelothrix sp. HDW6B",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erythrobacter litoralis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erythrobacter sp. A30-3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erythrobacter sp. HL-111",0,NA,NA,NA,NA,NA,NA,"species"
"s__Erythrobacter sp. JK5",0,NA,NA,NA,NA,NA,NA,"species"
"s__Escherichia albertii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Escherichia fergusonii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Escherichia marmotae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Escherichia phage SF",0,NA,NA,NA,NA,NA,NA,"species"
"s__Escherichia virus teqskov",0,NA,NA,NA,NA,NA,NA,"species"
"s__Evansella cellulosilytica",0,NA,NA,NA,NA,NA,NA,"species"
"s__Faecalibacillus intestinalis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Falsirhodobacter sp. PG104",0,NA,NA,NA,NA,NA,NA,"species"
"s__Fervidobacterium pennivorans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Flagellimonas maritima",0,NA,NA,NA,NA,NA,NA,"species"
"s__Flammeovirga kamogawensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Flocculibacter collagenilyticus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Fluviibacter phosphoraccumulans",0,0,0,0,1,NA,NA,"species"
"s__Fluviispira sanaruensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Frankia sp. ArI3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Friedmanniella luteola",0,NA,NA,NA,NA,NA,NA,"species"
"s__Fusobacterium mortiferum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Fusobacterium periodonticum",0,0,0,0,1,NA,NA,"species"
"s__Fusobacterium sp. NSJ-57",0,0,0,0,1,NA,NA,"species"
"s__Fusobacterium sp. oral taxon 203",0,0,0,0,1,NA,NA,"species"
"s__Fusobacterium ulcerans",0,0,0,0,1,NA,NA,"species"
"s__Gallaecimonas mangrovi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gardnerella leopoldii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gemella sp. ND 6198",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geminocystis sp. NIES-3708",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geminocystis sp. NIES-3709",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geobacillus stearothermophilus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geobacillus subterraneus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geobacter metallireducens",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geobacter sp. SVR",0,NA,NA,NA,NA,NA,NA,"species"
"s__Geosporobacter ferrireducens",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gimesia chilikensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gloeothece citriformis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gluconobacter albidus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gluconobacter thailandicus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gordonia virus Ronaldo",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gordonibacter pamelaeae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gracilibacillus sp. SCU50",0,NA,NA,NA,NA,NA,NA,"species"
"s__Gramella sp. MAR_2010_147",0,NA,NA,NA,NA,NA,NA,"species"
"s__Granulicella sp. WH15",0,NA,NA,NA,NA,NA,NA,"species"
"s__Haematobacter massiliensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Haemophilus haemolyticus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halanaerobium hydrogeniformans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halobacterium sp. DL1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halobacterium sp. GSL-19",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halomonas aestuarii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halomonas chromatireducens",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halomonas huangheensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halomonas sp. N3-2A",0,0,0,0,1,NA,NA,"species"
"s__Halorubrum sp. CBA1229",0,0,0,0,1,NA,NA,"species"
"s__Halorussus sp. ZS-3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halosimplex litoreum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halotalea alkalilenta",0,NA,NA,NA,NA,NA,NA,"species"
"s__Halothiobacillus sp. LS2",0,NA,NA,NA,NA,NA,NA,"species"
"s__Harvey murine sarcoma virus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hubei tombus-like virus 8",0,NA,NA,NA,NA,NA,NA,"species"
"s__Human endogenous retrovirus K",0,NA,NA,NA,NA,NA,NA,"species"
"s__Human polyomavirus 1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Humibacter sp. WJ7-1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hydrogenophaga sp. BA0156",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hydrogenophaga sp. BPS33",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hydrogenophaga sp. PAMC20947",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hydrogenophaga sp. PBC",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hydrogenophaga sp. PBL-H3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hydrogenophaga sp. RAC07",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hymenobacter oligotrophus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hymenobacter qilianensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hymenobacter sp. APR13",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hymenobacter sp. BRD67",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hymenobacter sp. HDW8",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hymenobacter sp. NBH84",0,0,0,0,1,NA,NA,"species"
"s__Hymenobacter sp. PAMC 26628",0,0,0,0,1,NA,NA,"species"
"s__Hymenobacter sp. TS19",0,0,0,0,1,NA,NA,"species"
"s__Hyphobacterium sp. CCMP332",0,0,0,0,1,NA,NA,"species"
"s__Hyphomicrobium sp. MC1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Hyphomonas sp. Mor2",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ignavibacterium album",0,NA,NA,NA,NA,NA,NA,"species"
"s__Indioceanicola profundi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Intestinibaculum porci",0,NA,NA,NA,NA,NA,NA,"species"
"s__Jeotgalicoccus sp. ATCC 8456",0,NA,NA,NA,NA,NA,NA,"species"
"s__Jonquetella anthropi",0,0,0,0,1,NA,NA,"species"
"s__Kangiella geojedonensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kerstersia gyiorum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kingella denitrificans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kingella kingae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kluyvera genomosp. 3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kocuria indica",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kocuria sp. BT304",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kocuria sp. KD4",0,0,0,0,1,NA,NA,"species"
"s__Kocuria sp. TGY1120_3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kocuria sp. TGY1127_2",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kocuria varians",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kosakonia sp. MUSA4",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kribbella flavida",0,NA,NA,NA,NA,NA,NA,"species"
"s__Kushneria konosiri",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactiplantibacillus pentosus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactobacillus amylovorus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactobacillus terrae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactococcus cremoris",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactococcus garvieae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactococcus paracarnosus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactococcus piscium",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactococcus raffinolactis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lactococcus taiwanensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leclercia sp. 29361",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leclercia sp. 4-9-1-25",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leclercia sp. LSNIH1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leclercia sp. LSNIH3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Legionella longbeachae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Legionella sp. TUM19329",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptopilina boulardi filamentous virus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptospira biflexa",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptospira interrogans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia buccalis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia hofstadii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia sp. oral taxon 212",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia sp. oral taxon 218",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia sp. oral taxon 221",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia sp. oral taxon 498",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leptotrichia sp. oral taxon 847",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leucobacter muris",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leuconostoc carnosum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leuconostoc gelidum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Leuconostoc mesenteroides",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ligilactobacillus acidipiscis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ligilactobacillus ruminis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lignipirellula cremea",0,NA,NA,NA,NA,NA,NA,"species"
"s__Listeria ivanovii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Litorilituus sediminis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Loigolactobacillus backii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Loigolactobacillus bifermentans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Loigolactobacillus coryniformis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Luteibacter pinisoli",0,NA,NA,NA,NA,NA,NA,"species"
"s__Luteipulveratus mongoliensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lysobacter capsici",0,NA,NA,NA,NA,NA,NA,"species"
"s__Lysobacter sp. K5869",0,NA,NA,NA,NA,NA,NA,"species"
"s__Magnetospira sp. QH-2",0,NA,NA,NA,NA,NA,NA,"species"
"s__Marinicauda algicola",0,NA,NA,NA,NA,NA,NA,"species"
"s__Marinobacter fonticola",0,NA,NA,NA,NA,NA,NA,"species"
"s__Marinobacterium aestuarii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Marinomonas algicola",0,NA,NA,NA,NA,NA,NA,"species"
"s__Meiothermus taiwanensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Metabacillus sp. KUDC1714",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methanobrevibacter smithii",0,0,0,0,1,NA,NA,"species"
"s__Methanofervidicoccus sp. A16",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylacidimicrobium sp. AP8",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylacidiphilum sp. IT6",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylibium petroleiphilum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylobacterium mesophilicum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylobacterium oryzae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylobacterium phyllosphaerae",0,0,0,0,1,NA,NA,"species"
"s__Methylobacterium sp. AMS5",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylobacterium sp. C1",0,0,0,0,1,NA,NA,"species"
"s__Methylobacterium sp. DM1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylobacterium sp. NI91",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylobacterium sp. XJLW",0,0,0,0,1,NA,NA,"species"
"s__Methylocella silvestris",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylococcus sp. IM1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylomagnum ishizawai",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylomicrobium album",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylomusa anaerophila",0,NA,NA,NA,NA,NA,NA,"species"
"s__Methylotenera versatilis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium amylolyticum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium aurum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium chengjingii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium chocolatum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium fandaimingii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium hominis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium hydrocarbonoxydans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium lemovicicum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium lushaniae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium oleivorans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium oryzae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium paraoxydans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium protaetiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium schleiferi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. 10M-3C3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. 1S1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. A18JL241",0,0,0,0,1,NA,NA,"species"
"s__Microbacterium sp. BH-3-3-3",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. CBA3102",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. JZ31",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. LKL04",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. NY27",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. No. 7",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. Nx66",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. PAMC 28756",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. PAMC21962",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. PAMC22086",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. RG1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. SGAir0570",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. WY121",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. XT11",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. Y-01",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. YJN-G",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium sp. str. 'China'",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium virus MementoMori",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microbacterium wangchenii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micrococcus sp. A1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micrococcus sp. A7",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micromonospora auratinigra",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micromonospora echinospora",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micromonospora inositola",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micromonospora maris",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micromonospora sagamiensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Micromonospora terminaliae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microvirga sp. VF16",0,NA,NA,NA,NA,NA,NA,"species"
"s__Microvirgula aerodenitrificans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mobiluncus curtisii",0,0,0,0,1,NA,NA,"species"
"s__Mogibacterium diversum",0,0,0,0,1,NA,NA,"species"
"s__Monoglobus pectinilyticus",0,0,0,0,1,NA,NA,"species"
"s__Moraxella bovis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Moraxella bovoculi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Moraxella catarrhalis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Moraxella cuniculi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Moraxella nonliquefaciens",0,0,0,0,1,NA,NA,"species"
"s__Moraxella ovis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Morganella morganii",0,0,0,0,1,NA,NA,"species"
"s__Muribaculum gordoncarteri",0,0,0,0,1,NA,NA,"species"
"s__Muribaculum intestinale",0,0,0,0,1,NA,NA,"species"
"s__Murid betaherpesvirus 2",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycetohabitans rhizoxinica",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium avium",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium branderi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium diernhoferi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium dioxanotrophicus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium doricum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium goodii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium gordonae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium grossiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium heraklionense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium kansasii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium koreense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium kubicae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium lacus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium leprae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium liflandii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium malmoense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium mantenii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium pallens",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium paraseoulense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium parmense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Estes",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Hlubikazi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage LilMcDreamy",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Pinnie",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Saguaro",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Stasia",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage SuperGrey",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage TheloniousMonk",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Tonenili",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium phage Vortex",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium pseudoshottsii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium saskatchewanense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium shigaense",0,0,0,0,1,NA,NA,"species"
"s__Mycobacterium shinjukuense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium simiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. DL440",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. DL592",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. EPa45",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. PYR15",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. QIA-37",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. THAF192",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium sp. TY59",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium spongiae",0,0,0,0,1,NA,NA,"species"
"s__Mycobacterium stomatepiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium tuberculosis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium ulcerans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium vicinigordonae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium virus Cooper",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycobacterium xenopi",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacter minnesotensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium farcinogenes",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium madagascariense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium neoaurum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium phocaicum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium psychrotolerans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium pulveris",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium rhodesiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium rutilum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycolicibacterium sarraceniae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycoplasma haemofelis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycoplasma parvum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycoplasma sp. Ms02",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycoplasmopsis anatis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mycoplasmopsis maculosa",0,NA,NA,NA,NA,NA,NA,"species"
"s__Myroides phaeus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Mythimna unipuncta granulovirus A",0,NA,NA,NA,NA,NA,NA,"species"
"s__Natrarchaeobaculum aegyptiacum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Natronomonas halophila",0,NA,NA,NA,NA,NA,NA,"species"
"s__Natronorubrum aibiense",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ndongobacter massiliensis",0,0,0,0,1,NA,NA,"species"
"s__Neisseria animalis",0,0,0,0,1,NA,NA,"species"
"s__Neisseria bacilliformis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neisseria canis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neisseria elongata",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neisseria mucosa",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neisseria sicca",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neisseria wadsworthii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neisseria weaveri",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neobacillus mesonae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neobacillus thermocopriae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neochlamydia sp. S13",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neomicrococcus aestuarii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Neorhizobium sp. SOG26",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nesterenkonia sp. NBAIMH1",0,NA,NA,NA,NA,NA,NA,"species"
"s__Niabella ginsenosidivorans",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nitrosarchaeum sp. AC2",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nitrosopumilus maritimus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardia sp. CS682",0,0,0,0,1,NA,NA,"species"
"s__Nocardioides baekrokdamisoli",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardioides sp. G188",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardioides sp. S-1144",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardioides sp. S5",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardioides sp. zg-1228",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardioides sp. zg-536",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardiopsis gilva",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardiopsis sp. HDS12",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nocardiopsis sp. MT53",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nonlabens spongiae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nonomuraea coxensis",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nostoc edaphicum",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nostoc flagelliforme",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nostoc sp. PCC 7524",0,NA,NA,NA,NA,NA,NA,"species"
"s__Nostoc sp. UHCC 0702",0,NA,NA,NA,NA,NA,NA,"species"
"s__Noumeavirus",0,NA,NA,NA,NA,NA,NA,"species"
"s__Novosphingopyxis iocasae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Oceanobacillus zhaokaii",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ochrobactrum sp. EEELCW01",0,NA,NA,NA,NA,NA,NA,"species"
"s__Ochrobactrum sp. MT180101",0,NA,NA,NA,NA,NA,NA,"species"
"s__Olsenella sp. GAM18",0,NA,NA,NA,NA,NA,NA,"species"
"s__Oryzomicrobium terrae",0,NA,NA,NA,NA,NA,NA,"species"
"s__Oscillibacter sp. MM35",0,0,0,0,1,NA,NA,"species"
"s__Oscillibacter sp. MM50",0,0,0,0,1,NA,NA,"species"
"s__Oscillibacter sp. MM59",0,0,0,0,1,NA,NA,"species"
"s__Oscillibacter sp. NSJ-62",0,0,0,0,1,NA,NA,"species"
